wormbaseID	publicID	sequenceID	OscAmplitude	PeakPhase	Class
WBGene00007381	NA	C06C6.7	0.604993055	1.187288575	Osc
WBGene00007384	NA	C06G8.1	0.993378247	40.00641459	Osc
WBGene00007391	NA	C06H2.7	0.919720503	95.38320739	Osc
WBGene00007394	NA	C06H5.6	0.849441901	249.2299165	Osc
WBGene00007395	NA	C06H5.7	0.676908168	35.59916845	Osc
WBGene00007397	NA	C07A4.2	2.243413426	337.1266883	Osc
WBGene00007398	NA	C07A4.3	0.590912691	32.26406609	Osc
WBGene00007402	ugt-60	C07A9.6	1.047849106	182.2718575	Osc
WBGene00007407	NA	C07B5.2	0.674493413	166.1806419	Osc
WBGene00007414	NA	C07E3.3	0.733498182	17.15455973	Osc
WBGene00007420	NA	C07E3.10	2.9103104	301.3179329	Osc
WBGene00007421	NA	C07H4.1	0.677857638	60.74683088	Osc
WBGene00007422	ugt-17	C08B6.1	0.815896316	335.2175913	Osc
WBGene00007425	NA	C08B6.4	2.035224321	298.257146	Osc
WBGene00007430	NA	C08B6.10	1.036507405	93.57912855	Osc
WBGene00007440	NA	C08E8.4	0.8461738	37.01155317	Osc
WBGene00007450	NA	C08F11.1	0.685509404	185.2157245	Osc
WBGene00007452	NA	C08F11.3	1.367334402	293.9169074	Osc
WBGene00007453	fbxa-98	C08F11.5	0.930745291	103.6452894	Osc
WBGene00007460	NA	C08F11.13	1.081241995	96.42935137	Osc
WBGene00007462	NA	C08H9.1	1.525902528	122.4093743	Osc
WBGene00007465	NA	C08H9.4	0.957356081	129.2697169	Osc
WBGene00007474	NA	C08H9.15	1.062962992	126.7201418	Osc
WBGene00007479	NA	C09F9.2	2.899164951	204.646699	Osc
WBGene00007480	glna-1	C09F9.3	0.534830684	84.2136099	Osc
WBGene00007482	NA	C09F12.2	2.377640835	165.090098	Osc
WBGene00007486	NA	C09G1.4	0.556844918	208.7922142	Osc
WBGene00007494	NA	C09G9.3	1.580502532	271.4917391	Osc
WBGene00007495	NA	C09G9.5	0.518975149	241.8426134	Osc
WBGene00007506	NA	C10C5.2	2.884901595	97.55630268	Osc
WBGene00007507	NA	C10C5.3	1.250384113	88.86534353	Osc
WBGene00007513	wht-2	C10C6.5	0.856972715	343.5366973	Osc
WBGene00007516	NA	C11E4.1	1.941880171	93.39885795	Osc
WBGene00007517	NA	C11E4.2	2.921693298	120.8223498	Osc
WBGene00007530	NA	C11H1.5	3.174415945	255.5106953	Osc
WBGene00007533	NA	C12C8.2	0.665333106	245.5470479	Osc
WBGene00007541	fipr-4	C12D8.14	3.054004198	105.2055704	Osc
WBGene00007543	fipr-7	C12D8.16	3.087711014	111.1084385	Osc
WBGene00007544	fipr-6	C12D8.17	1.148557806	99.20427468	Osc
WBGene00007545	NA	C13B4.1	0.836298381	81.30504817	Osc
WBGene00007548	NA	C13C4.4	0.61650136	132.78201	Osc
WBGene00007549	NA	C13C4.5	0.596159164	141.4967766	Osc
WBGene00007550	NA	C13C4.6	0.597267211	77.62147757	Osc
WBGene00007552	NA	C13C12.2	1.641436499	285.810111	Osc
WBGene00007553	NA	C13G3.1	0.937685289	66.59050782	Osc
WBGene00007559	NA	C14A4.8	1.461899534	262.6113354	Osc
WBGene00007560	NA	C14A4.9	3.65807294	278.0374602	Osc
WBGene00007562	NA	C14A4.12	0.749051055	150.9201272	Osc
WBGene00007563	NA	C14A4.13	0.526404277	134.6122062	Osc
WBGene00007565	clec-48	C14A6.1	0.710278066	301.8074136	Osc
WBGene00007574	NA	C14B1.3	0.736434697	143.2830422	Osc
WBGene00007590	ttr-43	C14C10.7	0.736106188	121.6643713	Osc
WBGene00007591	NA	C14H10.1	0.687050282	29.79858358	Osc
WBGene00007592	NA	C14H10.2	0.895488185	313.8478159	Osc
WBGene00007593	NA	C14H10.3	0.608184466	278.6695366	Osc
WBGene00007598	NA	C15A11.4	1.005802562	3.915492666	Osc
WBGene00007599	NA	C15A11.7	1.804845844	158.6125437	Osc
WBGene00007600	NA	C15C6.1	2.378548768	335.2559772	Osc
WBGene00007605	NA	C15C8.3	1.118092043	277.8992202	Osc
WBGene00007672	fbxa-136	C18D4.2	1.188235208	64.61163782	Osc
WBGene00007687	NA	C18E9.7	2.560976671	344.4516229	Osc
WBGene00007691	NA	C23H4.2	1.685521623	1.430905434	Osc
WBGene00007692	NA	C23H4.3	0.623635975	345.9293761	Osc
WBGene00007693	NA	C23H4.4	0.883968422	314.3942209	Osc
WBGene00007695	NA	C23H4.7	1.090596594	342.3997547	Osc
WBGene00007707	NA	C25A1.5	0.62135343	314.0665927	Osc
WBGene00007716	fbxa-82	C25D7.4	1.896611878	83.90185164	Osc
WBGene00007717	NA	C25D7.5	2.222003028	78.57862415	Osc
WBGene00007722	NA	C25D7.15	0.639117341	60.32200413	Osc
WBGene00007724	NA	C25F9.4	0.526791908	244.3230623	Osc
WBGene00007725	NA	C25F9.5	0.80709719	59.06617843	Osc
WBGene00007726	NA	C25F9.6	0.738368671	117.8553321	Osc
WBGene00007736	NA	C25G4.10	1.079480981	150.1940904	Osc
WBGene00007739	NA	C26C6.4	0.907225334	339.3399805	Osc
WBGene00007742	NA	C26C6.8	1.278807885	331.4668035	Osc
WBGene00007748	NA	C26E1.2	0.528268335	93.68359945	Osc
WBGene00007749	NA	C26E1.3	0.538268232	57.86032209	Osc
WBGene00007753	NA	C27A7.1	1.019186663	109.0952189	Osc
WBGene00007754	NA	C27A7.2	2.415256007	277.0381325	Osc
WBGene00007755	NA	C27A7.3	1.122529217	277.8455421	Osc
WBGene00007765	NA	C27B7.9	1.780412606	122.9251646	Osc
WBGene00007772	egrh-1	C27C12.2	0.624246151	99.24127555	Osc
WBGene00007782	NA	C27H2.2	0.690568144	16.30529117	Osc
WBGene00007791	NA	C28A5.6	0.575737904	25.33817396	Osc
WBGene00007801	trpa-1	C29E6.2	0.534487993	148.1413391	Osc
WBGene00007802	cutl-27	C29E6.4	1.983377481	325.6977131	Osc
WBGene00007804	NA	C29F3.3	3.323656222	89.21430023	Osc
WBGene00007805	clec-231	C29F3.4	0.565377632	345.3902356	Osc
WBGene00007806	clec-230	C29F3.5	3.183285513	359.0178412	Osc
WBGene00007807	NA	C29F3.7	0.991396911	102.4043003	Osc
WBGene00007808	NA	C29F4.2	0.957304844	229.827404	Osc
WBGene00007810	NA	C29F7.1	0.564542252	74.63974016	Osc
WBGene00007811	NA	C29F7.2	0.549034493	303.9293551	Osc
WBGene00007816	NA	C30F2.2	0.785990752	116.6500085	Osc
WBGene00007817	NA	C30F2.3	3.282848712	115.4458737	Osc
WBGene00007823	NA	C30H6.5	3.446171183	1.099856018	Osc
WBGene00007833	oac-6	C31A11.5	1.91267244	70.93828551	Osc
WBGene00007835	oac-7	C31A11.7	1.931204473	144.2098579	Osc
WBGene00007836	NA	C31C9.2	1.646338929	320.5154455	Osc
WBGene00007841	NA	C31C9.7	0.507733063	107.695114	Osc
WBGene00007848	NA	C31E10.7	0.692915677	223.3903892	Osc
WBGene00007849	tbc-19	C31E10.8	0.991440349	53.02436434	Osc
WBGene00007851	clec-245	C31G12.2	0.542884816	197.0166322	Osc
WBGene00007855	NA	C31H5.4	0.502119814	72.27562902	Osc
WBGene00007857	NA	C31H5.6	0.544302808	149.0333618	Osc
WBGene00007868	NA	C32H11.5	3.149681525	309.5215061	Osc
WBGene00007869	NA	C32H11.6	1.907283416	299.1498646	Osc
WBGene00007882	NA	C33A12.3	0.610372313	108.597684	Osc
WBGene00007886	NA	C33A12.7	0.640873595	107.923841	Osc
WBGene00007890	NA	C33A12.19	1.88688645	123.461059	Osc
WBGene00007891	NA	C33B4.2	2.522963746	262.8851011	Osc
WBGene00007894	NA	C33D3.3	1.484084869	202.6331669	Osc
WBGene00007895	NA	C33D3.4	1.005105454	198.2598991	Osc
WBGene00007898	NA	C33D9.3	0.843233632	158.5470464	Osc
WBGene00007903	lgc-21	C33G3.3	3.69193054	20.22076756	Osc
WBGene00007904	NA	C33G3.4	0.640523534	311.2687505	Osc
WBGene00007911	NA	C34B7.1	2.628421886	31.91113602	Osc
WBGene00007913	cyp-36A1	C34B7.3	0.519183161	145.3383888	Osc
WBGene00007916	NA	C34C6.3	1.295640103	319.9970114	Osc
WBGene00007919	NA	C34C6.7	0.585964686	120.7978282	Osc
WBGene00007923	NA	C34C12.4	0.597651756	90.4718562	Osc
WBGene00007925	NA	C34C12.6	1.923437362	238.2674691	Osc
WBGene00007926	NA	C34C12.7	1.649756252	38.02557497	Osc
WBGene00007928	NA	C34C12.9	0.554393717	81.35963123	Osc
WBGene00007931	NA	C34D1.4	0.753919413	142.1858166	Osc
WBGene00007932	zip-5	C34D1.5	0.976382082	82.03891086	Osc
WBGene00007933	NA	C34E7.3	1.362781442	13.24059645	Osc
WBGene00007934	NA	C34E7.4	0.965806111	10.12568513	Osc
WBGene00007935	NA	C34E11.2	2.039818602	12.63641523	Osc
WBGene00007938	NA	C34F6.1	3.072822506	250.7922351	Osc
WBGene00007942	idh-2	C34F6.8	0.559986714	280.0597432	Osc
WBGene00007946	ugt-33	C35A5.2	0.821538965	32.81320985	Osc
WBGene00007948	NA	C35A5.4	0.65723096	262.9562096	Osc
WBGene00007949	NA	C35A5.5	2.396633183	271.4119965	Osc
WBGene00007950	NA	C35A5.6	0.736679542	51.57335672	Osc
WBGene00007958	NA	C35C5.9	2.376373715	127.8687737	Osc
WBGene00007963	cyp-25A1	C36A4.1	1.35784241	299.0657901	Osc
WBGene00007964	cyp-25A2	C36A4.2	1.244090481	269.4964247	Osc
WBGene00007969	acs-19	C36A4.9	0.528442593	183.1151937	Osc
WBGene00007973	NA	C36B1.6	0.644407026	129.2708033	Osc
WBGene00007983	NA	C36E8.4	0.814995363	112.3762124	Osc
WBGene00007984	irx-1	C36F7.1	0.683408194	82.29263636	Osc
WBGene00007994	NA	C37E2.2	1.266784643	212.9896008	Osc
WBGene00007996	NA	C38C6.3	3.379944939	304.2415411	Osc
WBGene00007999	tag-297	C38C6.6	1.821948284	339.7529205	Osc
WBGene00008010	NA	C38D9.2	0.903717635	318.9323742	Osc
WBGene00008020	NA	C38H2.3	0.68940253	56.54096008	Osc
WBGene00008021	NA	C39B10.1	0.533712095	156.0514072	Osc
WBGene00008027	scl-5	C39E9.2	1.823907374	203.167375	Osc
WBGene00008028	scl-6	C39E9.4	1.631426325	161.9994801	Osc
WBGene00008032	NA	C39E9.8	1.088574908	101.4444544	Osc
WBGene00008033	NA	C39E9.10	1.024026548	173.6207828	Osc
WBGene00008038	NA	C40H1.2	0.586650437	237.1187524	Osc
WBGene00008042	NA	C40H1.7	0.900728587	159.9267453	Osc
WBGene00008047	lact-7	C40H5.4	3.214600062	15.6859147	Osc
WBGene00008050	NA	C41C4.1	0.514217513	143.5491989	Osc
WBGene00008064	NA	C41G7.7	0.618752437	40.04006832	Osc
WBGene00008073	NA	C43F9.5	1.737283734	81.03774699	Osc
WBGene00008076	lgc-43	C43F9.9	0.569891747	16.27712308	Osc
WBGene00008084	NA	C44C10.3	1.564902762	157.4516213	Osc
WBGene00008089	NA	C44C10.9	0.824090164	121.7741563	Osc
WBGene00008091	NA	C44F1.1	0.729909419	282.9306543	Osc
WBGene00008093	NA	C44H4.1	2.506686454	297.723068	Osc
WBGene00008099	NA	C44H9.4	0.645409739	135.3598642	Osc
WBGene00008100	NA	C44H9.5	0.998197765	108.1084079	Osc
WBGene00008103	NA	C44H9.8	1.040810286	109.9831291	Osc
WBGene00008105	NA	C45B11.2	1.425758677	100.9095992	Osc
WBGene00008109	NA	C45G3.4	0.527618095	205.1435423	Osc
WBGene00008110	NA	C46C2.2	0.69885913	157.9895488	Osc
WBGene00008114	NA	C46C2.6	0.769696063	266.167222	Osc
WBGene00008127	ddo-1	C47A10.5	0.713334421	246.6490446	Osc
WBGene00008132	gale-1	C47B2.6	0.853586437	237.2587448	Osc
WBGene00008146	NA	C47E8.9	1.043900615	341.9658831	Osc
WBGene00008147	NA	C47E12.2	0.526649264	98.66525626	Osc
WBGene00008150	NA	C47E12.6	3.650727087	329.0810521	Osc
WBGene00008161	NA	C47F8.5	1.464254278	309.2928649	Osc
WBGene00008167	NA	C48B4.1	0.857964898	88.16702245	Osc
WBGene00008176	NA	C48B4.13	2.201215891	23.14453909	Osc
WBGene00008180	NA	C48D5.3	2.209520711	245.1007912	Osc
WBGene00008199	NA	C49C3.9	0.626750828	131.9145242	Osc
WBGene00008205	sams-1	C49F5.1	0.735832909	227.8631772	Osc
WBGene00008207	NA	C49F5.3	0.652734771	285.5257974	Osc
WBGene00008211	NA	C49F5.7	2.669087423	137.979652	Osc
WBGene00008213	NA	C49F8.1	1.883667494	3.661025837	Osc
WBGene00008214	NA	C49F8.2	0.512841742	100.0940521	Osc
WBGene00008215	NA	C49F8.3	1.736811919	345.6032038	Osc
WBGene00008221	nhr-168	C50B6.8	0.59320766	212.4708125	Osc
WBGene00008222	NA	C50B6.9	1.334647671	290.0279734	Osc
WBGene00008226	NA	C50B8.4	0.975300444	19.68071211	Osc
WBGene00008228	NA	C50B8.6	0.792466092	40.68345439	Osc
WBGene00008229	NA	C50F4.1	1.764894487	137.8210005	Osc
WBGene00008233	NA	C50F4.8	2.114506881	89.7728951	Osc
WBGene00008244	fipr-11	C50H2.10	0.884056687	82.76732961	Osc
WBGene00008245	fipr-10	C50H2.12	2.489122424	107.2250028	Osc
WBGene00008246	NA	C50H2.13	0.595332046	165.3978716	Osc
WBGene00008255	NA	C51E3.10	1.541742152	80.25693293	Osc
WBGene00008260	NA	C52G5.2	1.722152075	311.3423741	Osc
WBGene00008270	NA	C53A5.13	0.808234584	180.4348076	Osc
WBGene00008277	mltn-12	C53B4.8	2.337539976	302.4308055	Osc
WBGene00008284	NA	C53D6.7	1.910025746	93.32408742	Osc
WBGene00008290	NA	C54C8.2	3.092207665	316.516628	Osc
WBGene00008292	NA	C54C8.4	2.729738085	227.0652719	Osc
WBGene00008296	cdr-2	C54D10.1	1.130858013	69.08583103	Osc
WBGene00008298	NA	C54D10.3	0.605433381	151.278866	Osc
WBGene00008303	NA	C54D10.9	1.137738567	70.25293366	Osc
WBGene00008304	NA	C54D10.10	2.386306962	102.6771876	Osc
WBGene00008314	NA	C54G4.4	2.09833159	344.0230185	Osc
WBGene00008320	NA	C54G10.4	0.728125531	48.14248972	Osc
WBGene00008332	NA	C55A6.3	0.555177693	166.8193889	Osc
WBGene00008333	NA	C55A6.4	0.940312127	192.5851579	Osc
WBGene00008334	sdz-8	C55A6.5	1.479890509	139.7499908	Osc
WBGene00008335	NA	C55A6.6	1.202314785	148.1846632	Osc
WBGene00008340	NA	C55A6.11	0.517340691	337.7136472	Osc
WBGene00008341	ttr-44	C56A3.2	1.572994352	13.63062644	Osc
WBGene00008350	NA	CE7X_3.2	0.501996158	218.8637037	Osc
WBGene00008368	NA	D1053.3	0.864203259	132.2090073	Osc
WBGene00008376	NA	D1054.9	3.374884255	303.1320121	Osc
WBGene00008388	NA	D1086.1	0.82133666	166.5439827	Osc
WBGene00008389	NA	D1086.2	0.742717933	162.0871258	Osc
WBGene00008390	NA	D1086.3	1.953537178	187.3295899	Osc
WBGene00008395	NA	D1086.8	0.611284476	186.984364	Osc
WBGene00008421	NA	D2030.12	0.740199162	81.50622011	Osc
WBGene00008425	NA	D2045.8	0.870125109	319.1459785	Osc
WBGene00008427	atg-10	D2085.2	0.60163463	280.066479	Osc
WBGene00008435	glna-2	DH11.1	0.620636953	71.59750038	Osc
WBGene00008436	NA	DH11.2	0.629339089	320.5133255	Osc
WBGene00008446	NA	E01G4.3	0.629756615	356.6088972	Osc
WBGene00008448	NA	E01G4.6	2.410749085	300.7261042	Osc
WBGene00008449	NA	E01G6.1	3.990132271	0.876964854	Osc
WBGene00008450	NA	E01G6.2	0.530629049	90.94843935	Osc
WBGene00008451	NA	E01G6.3	0.629425738	327.7433641	Osc
WBGene00008476	NA	E03H4.8	2.056657998	103.7587563	Osc
WBGene00008477	clec-17	E03H4.10	1.058434229	120.5035953	Osc
WBGene00008482	cut-4	E04D5.3	2.458019026	357.2926189	Osc
WBGene00008485	ugt-43	F01D4.1	1.756086384	67.06804398	Osc
WBGene00008486	ugt-44	F01D4.2	1.280522943	69.44618528	Osc
WBGene00008490	NA	F01D4.8	1.621319002	171.215235	Osc
WBGene00008492	NA	F01D5.1	0.628663552	86.42440197	Osc
WBGene00008493	NA	F01D5.2	0.819839863	105.6676216	Osc
WBGene00008496	NA	F01D5.6	2.894369064	304.8167758	Osc
WBGene00008499	cyp-37A1	F01D5.9	0.639487879	314.8591979	Osc
WBGene00008500	NA	F01D5.10	3.02136751	333.0039321	Osc
WBGene00008509	NA	F01G10.6	1.131486211	241.0516909	Osc
WBGene00008510	lipl-7	F01G10.7	0.544746912	264.9531677	Osc
WBGene00008511	NA	F01G10.9	2.568535506	233.9448634	Osc
WBGene00008512	NA	F01G10.10	2.296301509	319.9526784	Osc
WBGene00008519	cyp-13B1	F02C12.5	1.57174911	193.1083594	Osc
WBGene00008521	NA	F02D8.4	2.229454289	87.01207008	Osc
WBGene00008522	NA	F02D8.5	0.869470738	132.0744025	Osc
WBGene00008530	NA	F02E9.5	0.578848746	26.90538867	Osc
WBGene00008545	NA	F07A11.1	0.902521327	34.94214219	Osc
WBGene00008546	NA	F07A11.2	0.628684995	232.7769821	Osc
WBGene00008557	NA	F07H5.6	2.038204645	8.866414997	Osc
WBGene00008559	NA	F07H5.8	3.853424415	9.362306411	Osc
WBGene00008563	NA	F07H5.13	0.810679779	239.909109	Osc
WBGene00008565	NA	F08A8.2	1.352922752	279.7385669	Osc
WBGene00008566	NA	F08A8.3	0.774785363	276.0895493	Osc
WBGene00008567	NA	F08A8.4	1.160117684	272.4131574	Osc
WBGene00008568	NA	F08A8.5	0.837999477	291.9094102	Osc
WBGene00008571	NA	F08B12.1	0.772328304	292.0849417	Osc
WBGene00008577	NA	F08G2.5	0.561258572	189.3333342	Osc
WBGene00008578	NA	F08G2.7	0.573637854	162.1863987	Osc
WBGene00008579	NA	F08G2.8	1.795964593	148.2586981	Osc
WBGene00008598	NA	F09A5.1	1.0362334	205.1624126	Osc
WBGene00008599	NA	F09A5.2	0.868730589	96.17927856	Osc
WBGene00008602	oac-14	F09B9.1	1.004508977	58.69919383	Osc
WBGene00008605	mlt-9	F09B12.1	3.25999354	276.7795501	Osc
WBGene00008606	dhhc-1	F09B12.2	0.746528034	94.32499692	Osc
WBGene00008609	NA	F09B12.5	0.874021645	22.90480976	Osc
WBGene00008610	NA	F09C3.2	0.82063726	138.5481137	Osc
WBGene00008616	fbxa-44	F09C6.2	1.560577399	130.0907542	Osc
WBGene00008621	NA	F09C8.1	0.779529764	252.2411561	Osc
WBGene00008628	ttr-21	F09F3.6	2.853375032	121.8538395	Osc
WBGene00008629	cpt-5	F09F3.9	0.663482128	214.3966457	Osc
WBGene00008632	fbxa-88	F10A3.2	0.963928996	67.75079075	Osc
WBGene00008633	fbxa-18	F10A3.3	0.566468202	51.30884488	Osc
WBGene00008644	NA	F10C2.3	0.629400793	50.92229838	Osc
WBGene00008652	NA	F10D11.6	3.796558043	11.12630319	Osc
WBGene00008654	NA	F10F2.2	1.26978075	317.3426281	Osc
WBGene00008655	lips-3	F10F2.3	3.968265655	340.7319696	Osc
WBGene00008669	acs-14	F11A3.1	0.552041162	161.6468868	Osc
WBGene00008677	NA	F11A5.9	0.839621434	130.8453651	Osc
WBGene00008687	NA	F11A10.6	0.548341767	288.9060369	Osc
WBGene00008707	NA	F11E6.3	2.90244052	138.7291153	Osc
WBGene00008708	NA	F11E6.4	1.37734184	180.2820494	Osc
WBGene00008711	NA	F11E6.8	1.320531721	343.1048845	Osc
WBGene00008712	NA	F11E6.9	2.826826282	232.528602	Osc
WBGene00008718	NA	F11F1.6	0.539090204	311.3004275	Osc
WBGene00008726	NA	F13A7.11	2.039305115	89.39103126	Osc
WBGene00008727	NA	F13A7.12	1.673665387	303.3593423	Osc
WBGene00008731	NA	F13B12.3	0.947677597	64.82227176	Osc
WBGene00008732	NA	F13B12.4	2.656757683	351.9764469	Osc
WBGene00008739	NA	F13D12.3	1.2447686	131.7214324	Osc
WBGene00008743	NA	F13D12.9	2.656841688	233.8163352	Osc
WBGene00008748	NA	F13E6.4	0.506796369	73.08450139	Osc
WBGene00008762	ztf-2	F13G3.1	2.261434098	176.0861119	Osc
WBGene00008763	NA	F13G3.3	1.301165281	235.259618	Osc
WBGene00008773	NA	F13H10.1	1.217355192	8.044925168	Osc
WBGene00008779	NA	F14B4.1	1.180103902	292.7176049	Osc
WBGene00008780	NA	F14B4.2	0.91065786	29.27272867	Osc
WBGene00008793	NA	F14D7.6	0.511296992	132.6531718	Osc
WBGene00008799	NA	F14E5.1	0.918005623	273.8967769	Osc
WBGene00008800	NA	F14E5.2	0.570971379	271.8868136	Osc
WBGene00008802	acp-2	F14E5.4	1.055969761	317.4756482	Osc
WBGene00008807	NA	F14F3.4	2.605465176	242.3777505	Osc
WBGene00008816	NA	F14F8.8	0.650191993	136.4292874	Osc
WBGene00008829	cyp-35D1	F14H3.10	0.869922748	309.6907001	Osc
WBGene00008831	NA	F14H3.12	0.612235615	173.6941325	Osc
WBGene00008832	obr-2	F14H8.1	1.064635838	359.6926759	Osc
WBGene00008841	NA	F15A4.6	1.287321336	173.0664283	Osc
WBGene00008850	NA	F15B9.6	0.768426048	359.9978627	Osc
WBGene00008851	NA	F15B9.8	3.502991229	305.9408843	Osc
WBGene00008858	NA	F15D3.8	1.483733627	207.1144368	Osc
WBGene00008861	NA	F15D4.4	0.904748778	161.6901125	Osc
WBGene00008869	NA	F15G9.6	0.969690271	151.5361542	Osc
WBGene00008875	NA	F15H10.8	2.5945187	293.9329089	Osc
WBGene00008876	NA	F16A11.1	1.051947488	5.220087017	Osc
WBGene00008886	NA	F16C3.2	0.641113699	68.60001829	Osc
WBGene00008894	NA	F16H6.4	0.609417675	257.3352084	Osc
WBGene00008900	NA	F16H6.10	0.567126179	112.6128265	Osc
WBGene00008922	NA	F17C11.11	1.454137743	97.90610789	Osc
WBGene00008926	NA	F17H10.2	2.177515772	52.88987193	Osc
WBGene00008929	NA	F18A11.2	1.491376862	282.9058976	Osc
WBGene00008944	NA	F19B2.5	0.686851519	87.22553967	Osc
WBGene00008954	NA	F19C6.5	1.132166071	333.5948024	Osc
WBGene00008963	NA	F19H8.2	3.052185158	183.9403122	Osc
WBGene00008964	mltn-9	F19H8.4	3.351634165	239.0409882	Osc
WBGene00008965	mltn-10	F19H8.5	1.01126891	206.500103	Osc
WBGene00008967	NA	F20B10.3	4.015082932	28.57851132	Osc
WBGene00008969	NA	F20C5.4	1.323554513	105.427613	Osc
WBGene00008978	cutl-3	F20D1.8	0.70858266	118.5186316	Osc
WBGene00008985	NA	F20G2.1	1.574993841	121.3960574	Osc
WBGene00008987	NA	F20G2.3	2.206612343	250.4491045	Osc
WBGene00008988	NA	F20G2.5	1.745083192	73.5650757	Osc
WBGene00008992	NA	F21A3.2	1.006505376	325.047597	Osc
WBGene00008993	NA	F21A3.3	2.041653474	42.27760592	Osc
WBGene00009009	NA	F21D5.4	0.545940676	145.9590113	Osc
WBGene00009022	NA	F21F12.1	1.070929493	279.9886693	Osc
WBGene00009023	NA	F21G4.1	0.696985642	97.97960141	Osc
WBGene00009024	NA	F21G4.3	1.984626915	269.075659	Osc
WBGene00009026	NA	F21G4.5	0.984808515	236.0373842	Osc
WBGene00009028	NA	F21H7.2	0.563292393	129.6181801	Osc
WBGene00009030	clec-233	F21H7.4	0.634582809	124.8680249	Osc
WBGene00009041	cut-3	F22B5.3	0.570256057	344.9794485	Osc
WBGene00009059	chw-1	F22E12.2	0.588630199	224.6170597	Osc
WBGene00009060	NA	F22E12.3	1.902184908	336.2186081	Osc
WBGene00009064	NA	F22G12.4	0.55472097	316.9473042	Osc
WBGene00009081	NA	F23B12.4	0.86976051	83.73564078	Osc
WBGene00009090	fipr-3	F23D12.6	3.864596792	104.9152641	Osc
WBGene00009093	NA	F23H12.3	0.663503715	84.55660905	Osc
WBGene00009094	NA	F23H12.5	2.798326502	224.997473	Osc
WBGene00009096	fipr-1	F23H12.8	3.62194228	138.7877501	Osc
WBGene00009097	fipr-2	F23H12.9	3.482362795	130.2644616	Osc
WBGene00009099	NA	F25B3.2	1.909764801	1.306899023	Osc
WBGene00009101	NA	F25B3.4	0.907311638	66.96225804	Osc
WBGene00009102	NA	F25B3.5	0.903660279	58.09012942	Osc
WBGene00009108	NA	F25D1.3	2.856258581	200.1892686	Osc
WBGene00009110	NA	F25D1.5	1.11893198	175.1172471	Osc
WBGene00009115	NA	F25F2.1	0.541168245	48.67629861	Osc
WBGene00009120	NA	F25H2.6	0.586280269	58.71446181	Osc
WBGene00009129	NA	F25H5.7	0.832647377	148.2841224	Osc
WBGene00009133	bed-3	F25H8.6	2.168338705	313.9598595	Osc
WBGene00009144	del-3	F26A3.6	1.347097981	355.9056375	Osc
WBGene00009148	NA	F26D2.3	1.225408805	170.5672167	Osc
WBGene00009155	NA	F26D10.11	2.281194939	298.7730336	Osc
WBGene00009157	NA	F26E4.2	0.518431849	181.7928065	Osc
WBGene00009177	NA	F26H9.5	0.718438767	297.4579155	Osc
WBGene00009205	NA	F28C6.5	2.175818086	303.9304029	Osc
WBGene00009212	NA	F28D1.2	0.650977345	120.6058928	Osc
WBGene00009218	acs-20	F28D1.9	2.460932595	312.0653287	Osc
WBGene00009226	cyp-37B1	F28G4.1	1.304185588	18.07291374	Osc
WBGene00009227	NA	F28G4.2	2.461715511	240.0570266	Osc
WBGene00009229	NA	F28G4.4	2.093930137	281.1438432	Osc
WBGene00009237	NA	F28H7.3	0.650298163	212.3779377	Osc
WBGene00009239	NA	F28H7.6	1.342444074	85.58345058	Osc
WBGene00009240	NA	F28H7.7	0.646447079	274.2745335	Osc
WBGene00009241	NA	F28H7.8	1.87927108	61.28876468	Osc
WBGene00009243	NA	F29C6.1	0.548724178	208.0332396	Osc
WBGene00009251	NA	F29D10.2	0.965122341	8.555121673	Osc
WBGene00009257	NA	F29G6.1	1.363989825	51.88732797	Osc
WBGene00009261	NA	F30A10.2	3.703943836	298.6537548	Osc
WBGene00009274	NA	F30F8.5	0.836408662	22.02020487	Osc
WBGene00009288	NA	F31C3.6	1.033837268	226.1210063	Osc
WBGene00009292	NA	F31D4.5	1.186294154	341.960243	Osc
WBGene00009311	mltn-1	F32A11.7	3.294113467	249.2664491	Osc
WBGene00009318	NA	F32B4.8	2.537287514	270.3832608	Osc
WBGene00009322	tbc-3	F32B6.8	0.75070873	306.9261576	Osc
WBGene00009323	NA	F32B6.9	0.728223561	142.5764306	Osc
WBGene00009326	NA	F32D8.1	1.088525742	345.8340232	Osc
WBGene00009328	NA	F32D8.3	2.223014779	319.3094232	Osc
WBGene00009331	NA	F32D8.7	1.911520622	356.5278679	Osc
WBGene00009339	NA	F32G8.3	0.726978264	99.79693317	Osc
WBGene00009340	NA	F32G8.4	2.069505581	181.6214922	Osc
WBGene00009342	fasn-1	F32H2.5	1.722949053	197.8197991	Osc
WBGene00009343	NA	F32H2.6	1.836780306	178.2721115	Osc
WBGene00009347	NA	F32H5.1	0.803275206	245.9168041	Osc
WBGene00009349	NA	F32H5.3	1.541132786	109.306761	Osc
WBGene00009355	NA	F33A8.7	3.175586847	332.2302472	Osc
WBGene00009356	NA	F33A8.10	2.766137068	340.9891191	Osc
WBGene00009360	NA	F33E2.4	1.008520913	215.6489884	Osc
WBGene00009371	NA	F33H2.8	2.269906559	231.9653784	Osc
WBGene00009383	NA	F35B12.3	1.567877868	169.4610401	Osc
WBGene00009384	NA	F35B12.4	3.478407279	83.67172743	Osc
WBGene00009386	tag-290	F35B12.6	2.49456841	112.1613734	Osc
